AA1AATvPzSTW37WNkcdC1S9HyHsyRfvRAUtkEPyfMphu,1,S
Afezy6HsQ8irHdkhJGfiK7ztpFRvgaFyxP3cHu3GwcTs,1,M
Ag33AvzqhaUvWrPWNRqXXniZEpi4Tc7jozaRsWtzNGS7,1,L
AvYtpKUn3du47xhYwSyoV5xjqQU7e9QqkmBxYTNvDFpC,1,L
Ay3NaYPctTuMKF4SmAjgq6gNuuDpC5VHVgXMz3Mgj25A,1,L
BBBxX6tBCZQvRDU22WDomrmQKeYcTdU5991DTptdTBkd,1,L
BCfx7WxgACTRWaAbuwXPSnUqmya6Pp5H83WQiVVGd2Sz,1,M
BS55VUtEJ4XzhKQzAqPxXmk6aPTnn9SzScCyqhEQkpXD,1,S
BaSBQNN412sBHCmya9moJUXqwEDxtPeHkYQfGbwTGUXR,1,S
BdPFVcsQ5D7heiM2xMZZNJjCcjeVxGS9vg8e7Afq1LYD,1,S
BvnpmphpCj6UWNppBHwsnDfNCupX7iat5LzBTkKK36rd,1,L
BxVTSNP39KbWzMxDCt9rzy9f8uo7Ewh1yzJbFb5kbC56,1,M
C3Lwi5jWZd3gUbHnG7miCF9VMeCNNfihoLtrpwKUetvF,1,S
C4jsdAYzuG8H7sH6bYXoi7Y9CxnNxQ1p7SKDGK24rNpz,1,M
CDQbNqiacTiuAuVNDJtZVK5AD5sCme9h3LjgSdF8Wuy1,1,S
Crno3vDBsDiBc5GMuX681rm6wLtVUmBo4rsSut8mZTn1,2,L
Cx6MwkJucBboBFBgYrGYWjn55gD2yUe6uULvXWVxUh9W,1,L
D7W3SxQcGFKywu5jpATTutQZuwd8zLWqsAYPWVSgQ69p,1,S
DPRLQ9d9rCE9fMHyo5zKHPpCBQ1eJsvNctfmNjtCVdYV,1,L
DXrpPPPEUbhX6QQ3MdVrxL6higo5env3e77evxo6A5XP,1,L
DbM4VHwgzgbDjVgRpFSswkmqSbsMmWx5wmBeyXUV88zf,1,S
DdAFZ7563dDgUKnm8aYRjUe9s1xkVGQG44FZe6dWCYS2,1,S
Df3FAGBogeYf4qTdY72cHpokWvxe3L5Vd1sJv6VecFQL,1,M
Dnwu27761CJ3tR3k6VzEsVSE9FsHCrM4MoqZmjd6vHSM,1,L
DnzmGjuwD9PkPUCsgEBxdv7ks56pKhyjpoTf1k724jAv,1,M
DzYUptAC279CoaEsvXn5SQFxMbYxPR894TWLh88EdtPV,1,L
E1QK5EYix5AeGXZTrN5wi2ya7Mm1JRv4FuQLbaMAt97M,1,S
E5WeL1erSP5A94EQ9MLUPxf6GTw6Mmr2frnv9pExmVc2,1,M
E5tswfraFuQR1gdNNbcyJRRa1Em3YgG3nEeSFmBDQVQA,1,L
EDcwUtdTbsVujWqsQWH1zZryL8dynJPUSPjudh7giJdC,1,M
EEAHNYj1odpH8yE9Nz5NE5SvyJJ2pEVzjja2uNhBspnW,1,L
Eb4F3FsocJnjXD6pBMTVZVHwTSTWGY9kRbjsmDC9fety,1,S
Ebx1PtJDSS9fJGs3CQu1hPchoXJGXe1uzKC94KRGqkE3,1,S
F1VqDRPrXMnL79o21vu8Ayn5pnMcH59C7vKp7zJsEz1T,1,M
FAiwEC9g9uk2ShfVe7zeEL3xeKpW1anWNGPGcyVH1oj3,1,L
FGfpHSwpTeWZx5o7HtF6GbnmMrByrQLxwttmqPXKQfYT,1,S
FdHoWcAXahyK3bNMYDhWHYHD8natohhCsvNX4erHbi8x,2,L
FtDq97aKtdzWSMk9LpsSwyc89AoSvH2kBnXyuZTrj3Cp,1,S
FtMCjFTob3ABerZ5PDYf8kDf455UwxSjv1yuSGrfbnz6,1,S
FtgTLMwTQesFAnDHjWFE27ciVMjhdg4bRKGs6Eikz5Qa,1,S
G3aP9gyVzAGWD7YNeZMmPTADNho1XrxvEBzBKvXSMivU,1,S
G4fWRsL4Q2rZ8rwxingAPJj7pga1PKgQBXikRpMPkQtV,1,S
G6QjmJc9p1qiKUsYfZwgExXQ9vBxJNF1Lh6KmAMov2VX,1,M
GUErsqxdoMNwcVJgTwPPdEFupLbRbYJXqWRyMBexrQHS,1,S
GXt87oiFyz1ykppqpaccPgWTG6n6AgjjUAZvgMzGsDjj,1,S
GXuXhq2QrP3cNMepGp9FAhMumZDyieRKAjXPsV8xahCH,1,M
GaAms3SAe6w2WhQEiD5hcFrojsy6BVLBUzzXKM97F6Ux,1,M
Gf4Nk6VKG2qfGnoSq9J3GpxDaAEtMNMr4kp4e6QxMcwm,1,M
H22cJaJCCNutLS5mWW8dPcTYR7doLyqE7jjBRBhj3skU,1,L
HA9GD6YpTq8BNkJxAfXqVpS8zGzbuYRkDx3RFFYVKUC6,2,M
HCDZPpmsssrH1rwrKegNKiKPBB2rtuJF2Joytgqa3uby,1,M
HECbYNGPzLURiXy4VsdCeC8rPgTsxtu91dYVYaVXgVGE,1,M
HF9ikbhnhVC6EBHZSMec3i3Qb71SmoV9UAzYJp3VNcnJ,1,M
HH3sV3uV8hdkYPPjUxn9VfS2nHz8T6Ybc7egJ4msvFap,1,M
HJiyVUbbNy9y54PGYECdVEFwDVdLtCMUvw8v1K1QcorS,1,M
HK1dWaeM8pbZ2mpYtRGhb3vQ2r2jND2hXdFAakWwZb2j,1,L
HZSaAMFeosxvt1jUEhSU7Gzp2j1whf4NsnrcSpVmZSD6,1,S
HhDDM3vAWQ5scee7jnsMrENXYnYjqxNgRQfuqkaVMaiR,1,S
HiStvWRkh5PuXb58vNneCuvrFap4u6FeBDVR34A3ekUW,1,L
HzJ3c8jkdboYCmXigP7Lw4pBvp8UNRssLQJBNVoUonvm,1,M
J7uLDiZ6kZahTCiFay28NviR4mmxYHjpzbwWJVZv2CdT,1,M
JE92b4U9b4PNjxnzKzq21tZZbTz2DJSJjJ1xwMmEtvg7,1,L
SjJJMxrzXQp2Xr1LxMdz1PQqBc5hwjM8DEkCuqusDzG,1,M
TsGwi3XbaGnYm6ace949fy2FqZ2eyN1Se9bCqfhvHVF,1,M
aMUzQwvDTh5jjAem9N3rnDDJa1VhTDxsHQvuQpMMvP6,1,M
cLaimLDpdt9cLEq4m4R8r3PL7HLAYzX1zGzj74xFsqy,1,M
hkq4b9JP684Uy5qA6X9SjLs9w3kuwBhSMtkguCVQTMo,1,S
saiMhXEfKLsixSP6xZ5HZSbZqMFkyUGf5BuT5U92tyW,93,S
tk5Q6GVE8DCHudNJTieMndJa3ch6NuBarChv5pvGTc4,1,S
